componente,ano4,codusu,nro_hogar,Sexo,ch06,ch07,ch08,nivel_ed,estado,cat_ocup,cat_inac,itf,ipcf,pp07h,pp03c,p47t,p21,pp03g,Edad,adulto_equiv,ad_equiv_hogar,ingreso_necesario,pobre,edad2,ch10,ch12,ch13,ch14,educ,itf_2025,linea_pobreza,pp3e_tot,pp3f_tot,ch03,horastrab,ix_tot
2.0,2005,145280,1,Mujer,39,Casado,No paga ni le descuentan,Primaria Completa,Ocupado,Obrero o empleado,,450.0,50.0,No,...más de un empleo/ocupación/actividad?,300.0,150.0,No,30 a 45 años,0.77,6.96,1427.2872,1,1521,2,1,1,,1.0,472270.89637835854,1497924.9007407944,20.0,9.0,2,29.0,9.0
3.0,2005,145280,1,Mujer,22,Soltero,No paga ni le descuentan,Primaria Completa,Inactivo,,Ama de casa,450.0,50.0,,,0.0,0.0,,18 a 29 años,0.76,6.96,1427.2872,1,484,2,1,1,,1.0,472270.89637835854,1497924.9007407944,0.0,0.0,3,0.0,9.0
4.0,2005,145280,1,Varón,18,Soltero,No paga ni le descuentan,Secundaria Incompleta,Desocupado,Obrero o empleado,,450.0,50.0,,,0.0,0.0,,18 a 29 años,1.02,6.96,1427.2872,1,324,1,4,2,1.0,9.0,472270.89637835854,1497924.9007407944,0.0,0.0,3,0.0,9.0
5.0,2005,145280,1,Mujer,17,Soltero,No paga ni le descuentan,Secundaria Incompleta,Inactivo,,Estudiante,450.0,50.0,,,0.0,0.0,,17 años,0.77,6.96,1427.2872,1,289,1,4,2,2.0,10.0,472270.89637835854,1497924.9007407944,0.0,0.0,3,0.0,9.0
6.0,2005,145280,1,Mujer,13,Soltero,No paga ni le descuentan,Primaria Incompleta (incluye educación especial),Inactivo,,Estudiante,450.0,50.0,,,0.0,0.0,,13 años,0.76,6.96,1427.2872,1,169,1,1,2,6.0,0.0,472270.89637835854,1497924.9007407944,0.0,0.0,3,0.0,9.0
7.0,2005,145280,1,Varón,12,Soltero,No paga ni le descuentan,Primaria Incompleta (incluye educación especial),Inactivo,,Estudiante,450.0,50.0,,,0.0,0.0,,12 años,0.85,6.96,1427.2872,1,144,1,1,2,4.0,0.0,472270.89637835854,1497924.9007407944,0.0,0.0,3,0.0,9.0
8.0,2005,145280,1,Varón,8,Soltero,No paga ni le descuentan,Primaria Incompleta (incluye educación especial),Menor de 10 años,,Estudiante,450.0,50.0,,,0.0,0.0,,8 años,0.68,6.96,1427.2872,1,64,1,1,2,2.0,0.0,472270.89637835854,1497924.9007407944,0.0,0.0,3,0.0,9.0
9.0,2005,145280,1,Varón,0,Soltero,No paga ni le descuentan,Sin instrucción,Menor de 10 años,,Menor de 6 años,450.0,50.0,,,0.0,0.0,,0 años,0.35,6.96,1427.2872,1,0,0,0,0,,0.0,472270.89637835854,1497924.9007407944,0.0,0.0,5,0.0,9.0
1.0,2005,146508,1,Varón,48,Unido,No paga ni le descuentan,Primaria Completa,Ocupado,Obrero o empleado,,850.0,170.0,No,...un sólo empleo/ocupación/actividad?,700.0,700.0,No,46 a 60 años,1.0,4.47,916.6629,1,2304,2,1,1,,1.0,892067.2487146773,962029.3543550792,90.0,0.0,1,,5.0
2.0,2005,146508,1,Mujer,43,Unido,No paga ni le descuentan,Primaria Completa,Ocupado,Obrero o empleado,,850.0,170.0,No,...un sólo empleo/ocupación/actividad?,150.0,150.0,No,30 a 45 años,0.77,4.47,916.6629,1,1849,2,1,1,,1.0,892067.2487146773,962029.3543550792,20.0,0.0,2,20.0,5.0
3.0,2005,146508,1,Varón,16,Soltero,No paga ni le descuentan,Secundaria Incompleta,Inactivo,,Estudiante,850.0,170.0,,,0.0,0.0,,16 años,1.03,4.47,916.6629,1,256,1,4,2,2.0,10.0,892067.2487146773,962029.3543550792,0.0,0.0,3,0.0,5.0
4.0,2005,146508,1,Mujer,15,Soltero,No paga ni le descuentan,Secundaria Incompleta,Inactivo,,Estudiante,850.0,170.0,,,0.0,0.0,,15 años,0.77,4.47,916.6629,1,225,1,4,2,2.0,10.0,892067.2487146773,962029.3543550792,0.0,0.0,3,0.0,5.0
5.0,2005,146508,1,Varón,13,Soltero,No paga ni le descuentan,Primaria Incompleta (incluye educación especial),Inactivo,,Estudiante,850.0,170.0,,,0.0,0.0,,13 años,0.9,4.47,916.6629,1,169,1,1,2,6.0,0.0,892067.2487146773,962029.3543550792,0.0,0.0,3,0.0,5.0
1.0,2005,147756,1,Varón,51,Unido,Obra social (incluye PAMI),Superior Universitaria Completa,Ocupado,Cuenta propia,,650.0,325.0,,...más de un empleo/ocupación/actividad?,200.0,200.0,No,46 a 60 años,1.0,1.77,362.9739,0,2601,2,7,1,,19.0,682169.072546518,380937.7980332193,34.0,20.0,1,54.0,2.0
2.0,2005,147756,1,Mujer,44,Unido,Obra social (incluye PAMI),Superior Universitaria Incompleta,Ocupado,Obrero o empleado,,650.0,325.0,Sí,...un sólo empleo/ocupación/actividad?,450.0,450.0,No,30 a 45 años,0.77,1.77,362.9739,0,1936,2,6,2,3.0,15.0,682169.072546518,380937.7980332193,40.0,0.0,2,40.0,2.0
1.0,2005,147883,1,Varón,42,Unido,Obra social (incluye PAMI),Primaria Completa,Ocupado,Obrero o empleado,,700.0,87.5,Sí,...un sólo empleo/ocupación/actividad?,700.0,700.0,Sí,30 a 45 años,1.0,6.44,1320.6508,1,1764,2,1,1,,1.0,734643.6165885577,1386010.9713751029,40.0,0.0,1,40.0,8.0
2.0,2005,147883,1,Mujer,31,Unido,Obra social (incluye PAMI),Primaria Incompleta (incluye educación especial),Inactivo,,Ama de casa,700.0,87.5,,,0.0,0.0,,30 a 45 años,0.77,6.44,1320.6508,1,961,2,1,2,5.0,0.0,734643.6165885577,1386010.9713751029,0.0,0.0,2,0.0,8.0
3.0,2005,147883,1,Mujer,21,Soltero,Obra social (incluye PAMI),Superior Universitaria Incompleta,Desocupado,Obrero o empleado,,700.0,87.5,,,0.0,0.0,,18 a 29 años,0.76,6.44,1320.6508,1,441,1,6,2,2.0,15.0,734643.6165885577,1386010.9713751029,0.0,0.0,3,0.0,8.0
4.0,2005,147883,1,Varón,16,Soltero,Obra social (incluye PAMI),Secundaria Incompleta,Inactivo,,Estudiante,700.0,87.5,,,0.0,0.0,,16 años,1.03,6.44,1320.6508,1,256,1,4,2,2.0,10.0,734643.6165885577,1386010.9713751029,0.0,0.0,3,0.0,8.0
5.0,2005,147883,1,Varón,14,Soltero,Obra social (incluye PAMI),Primaria Incompleta (incluye educación especial),Inactivo,,Estudiante,700.0,87.5,,,0.0,0.0,,14 años,0.96,6.44,1320.6508,1,196,1,1,2,6.0,0.0,734643.6165885577,1386010.9713751029,0.0,0.0,3,0.0,8.0
6.0,2005,147883,1,Varón,12,Soltero,Obra social (incluye PAMI),Primaria Incompleta (incluye educación especial),Inactivo,,Estudiante,700.0,87.5,,,0.0,0.0,,12 años,0.85,6.44,1320.6508,1,144,1,1,2,5.0,0.0,734643.6165885577,1386010.9713751029,0.0,0.0,3,0.0,8.0
7.0,2005,147883,1,Mujer,10,Soltero,Obra social (incluye PAMI),Primaria Incompleta (incluye educación especial),Inactivo,,Estudiante,700.0,87.5,,,0.0,0.0,,10 años,0.7,6.44,1320.6508,1,100,1,1,2,4.0,0.0,734643.6165885577,1386010.9713751029,0.0,0.0,3,0.0,8.0
8.0,2005,147883,1,Mujer,1,Soltero,Obra social (incluye PAMI),Sin instrucción,Menor de 10 años,,Menor de 6 años,700.0,87.5,,,0.0,0.0,,1 años,0.37,6.44,1320.6508,1,1,0,0,0,,0.0,734643.6165885577,1386010.9713751029,0.0,0.0,3,0.0,8.0
1.0,2005,148223,1,Varón,67,Separado o divorciado,Obra social (incluye PAMI),Primaria Completa,Inactivo,,Jubilado/pensionado,390.0,390.0,,,390.0,0.0,,61 a 75 años,0.83,0.83,170.20809999999997,0,4489,2,1,1,,1.0,409301.44352791074,178631.8487952384,0.0,0.0,1,0.0,1.0
1.0,2005,148358,1,Mujer,34,Separado o divorciado,Obra social (incluye PAMI),Superior Universitaria Incompleta,Ocupado,Obrero o empleado,,1800.0,900.0,Sí,...un sólo empleo/ocupación/actividad?,1800.0,1200.0,No,30 a 45 años,0.77,1.67,342.46689999999995,0,1156,1,7,2,1.0,14.0,1889083.5855134341,359415.888539817,35.0,0.0,1,35.0,2.0
2.0,2005,148358,1,Varón,13,Soltero,Obra social (incluye PAMI),Primaria Incompleta (incluye educación especial),Inactivo,,Estudiante,1800.0,900.0,,,0.0,0.0,,13 años,0.9,1.67,342.46689999999995,0,169,1,1,2,6.0,0.0,1889083.5855134341,359415.888539817,0.0,0.0,3,0.0,2.0
1.0,2005,148721,1,Varón,68,Casado,No paga ni le descuentan,Primaria Incompleta (incluye educación especial),Ocupado,Cuenta propia,,2300.0,1150.0,,...un sólo empleo/ocupación/actividad?,2300.0,2000.0,No,61 a 75 años,0.83,1.5,307.605,0,4624,2,1,2,3.0,0.0,2413829.0259338324,322828.6424010333,48.0,0.0,1,48.0,2.0
2.0,2005,148721,1,Mujer,62,Casado,No paga ni le descuentan,Primaria Incompleta (incluye educación especial),Inactivo,,Ama de casa,2300.0,1150.0,,,0.0,0.0,,61 a 75 años,0.67,1.5,307.605,0,3844,2,1,2,3.0,0.0,2413829.0259338324,322828.6424010333,0.0,0.0,2,0.0,2.0
1.0,2005,148795,1,Varón,25,Unido,Obra social (incluye PAMI),Secundaria Completa,Ocupado,Obrero o empleado,,800.0,400.0,Sí,...un sólo empleo/ocupación/actividad?,800.0,800.0,No,18 a 29 años,1.02,1.78,365.0246,0,625,2,4,1,,13.0,839592.7046726374,383089.98898255953,60.0,0.0,1,60.0,2.0
2.0,2005,148795,1,Mujer,23,Unido,Obra social (incluye PAMI),Secundaria Completa,Inactivo,,Ama de casa,800.0,400.0,,,0.0,0.0,,18 a 29 años,0.76,1.78,365.0246,0,529,2,4,1,,13.0,839592.7046726374,383089.98898255953,0.0,0.0,2,0.0,2.0
1.0,2005,149553,1,Varón,49,Casado,Obra social (incluye PAMI),Primaria Completa,Ocupado,Trabajador familiar sin remuneración,,1100.0,220.0,,...un sólo empleo/ocupación/actividad?,1100.0,0.0,No,46 a 60 años,1.0,3.99,818.2293,0,2401,2,1,1,,1.0,1154439.9689248765,858724.1887867486,16.0,0.0,1,16.0,5.0
2.0,2005,149553,1,Mujer,39,Casado,Obra social (incluye PAMI),Primaria Completa,Inactivo,,Ama de casa,1100.0,220.0,,,0.0,0.0,,30 a 45 años,0.77,3.99,818.2293,0,1521,2,1,1,,1.0,1154439.9689248765,858724.1887867486,0.0,0.0,2,0.0,5.0
3.0,2005,149553,1,Varón,19,Soltero,Obra social (incluye PAMI),Secundaria Incompleta,Inactivo,,Estudiante,1100.0,220.0,,,0.0,0.0,,18 a 29 años,1.02,3.99,818.2293,0,361,1,4,2,2.0,10.0,1154439.9689248765,858724.1887867486,0.0,0.0,3,0.0,5.0
4.0,2005,149553,1,Mujer,12,Soltero,Obra social (incluye PAMI),Secundaria Incompleta,Inactivo,,Estudiante,1100.0,220.0,,,0.0,0.0,,12 años,0.74,3.99,818.2293,0,144,1,4,2,0.0,8.0,1154439.9689248765,858724.1887867486,0.0,0.0,3,0.0,5.0
5.0,2005,149553,1,Varón,2,Soltero,Obra social (incluye PAMI),Sin instrucción,Menor de 10 años,,Menor de 6 años,1100.0,220.0,,,0.0,0.0,,2 años,0.46,3.99,818.2293,0,4,3,0,0,,0.0,1154439.9689248765,858724.1887867486,0.0,0.0,3,0.0,5.0
1.0,2005,149895,1,Varón,53,Unido,No paga ni le descuentan,Secundaria Completa,Ocupado,Cuenta propia,,500.0,62.5,,...un sólo empleo/ocupación/actividad?,500.0,500.0,No,46 a 60 años,1.0,6.52,1337.0564,1,2809,2,4,1,,13.0,524745.4404203984,1403228.4989698245,70.0,0.0,1,70.0,8.0
2.0,2005,149895,1,Mujer,38,Unido,No paga ni le descuentan,Secundaria Incompleta,Inactivo,,Ama de casa,500.0,62.5,,,0.0,0.0,,30 a 45 años,0.77,6.52,1337.0564,1,1444,2,4,2,3.0,11.0,524745.4404203984,1403228.4989698245,0.0,0.0,2,0.0,8.0
3.0,2005,149895,1,Varón,21,Soltero,No paga ni le descuentan,Superior Universitaria Incompleta,Inactivo,,Estudiante,500.0,62.5,,,0.0,0.0,,18 a 29 años,1.02,6.52,1337.0564,1,441,1,7,2,1.0,14.0,524745.4404203984,1403228.4989698245,0.0,0.0,3,0.0,8.0
4.0,2005,149895,1,Mujer,14,Soltero,No paga ni le descuentan,Secundaria Incompleta,Inactivo,,Estudiante,500.0,62.5,,,0.0,0.0,,14 años,0.76,6.52,1337.0564,1,196,1,4,2,1.0,9.0,524745.4404203984,1403228.4989698245,0.0,0.0,3,0.0,8.0
5.0,2005,149895,1,Mujer,14,Soltero,No paga ni le descuentan,Secundaria Incompleta,Inactivo,,Estudiante,500.0,62.5,,,0.0,0.0,,14 años,0.76,6.52,1337.0564,1,196,1,4,2,0.0,8.0,524745.4404203984,1403228.4989698245,0.0,0.0,3,0.0,8.0
6.0,2005,149895,1,Varón,12,Soltero,No paga ni le descuentan,Primaria Incompleta (incluye educación especial),Inactivo,,Estudiante,500.0,62.5,,,0.0,0.0,,12 años,0.85,6.52,1337.0564,1,144,1,1,2,6.0,0.0,524745.4404203984,1403228.4989698245,0.0,0.0,3,0.0,8.0
7.0,2005,149895,1,Mujer,10,Soltero,No paga ni le descuentan,Primaria Incompleta (incluye educación especial),Inactivo,,Estudiante,500.0,62.5,,,0.0,0.0,,10 años,0.7,6.52,1337.0564,1,100,1,1,2,4.0,0.0,524745.4404203984,1403228.4989698245,0.0,0.0,3,0.0,8.0
8.0,2005,149895,1,Mujer,7,Soltero,Obra social (incluye PAMI),Primaria Incompleta (incluye educación especial),Menor de 10 años,,Estudiante,500.0,62.5,,,0.0,0.0,,7 años,0.66,6.52,1337.0564,1,49,1,1,2,2.0,0.0,524745.4404203984,1403228.4989698245,0.0,0.0,3,0.0,8.0
2.0,2005,150496,1,Mujer,26,Soltero,Obra social (incluye PAMI),Superior Universitaria Completa,Ocupado,Obrero o empleado,,760.0,760.0,Sí,...un sólo empleo/ocupación/actividad?,760.0,760.0,No,18 a 29 años,0.76,0.76,155.8532,0,676,2,6,1,,16.0,797613.0694390056,163566.51214985686,84.0,0.0,1,84.0,1.0
1.0,2005,151088,2,Mujer,32,Separado o divorciado,Obra social (incluye PAMI),Secundaria Incompleta,Ocupado,Obrero o empleado,,900.0,225.0,Sí,...un sólo empleo/ocupación/actividad?,900.0,600.0,No,30 a 45 años,0.77,2.93,600.8551,0,1024,2,4,2,3.0,11.0,944541.7927567171,630591.948156685,35.0,0.0,1,35.0,4.0
2.0,2005,151088,2,Mujer,14,Soltero,Obra social (incluye PAMI),Secundaria Incompleta,Inactivo,,Estudiante,900.0,225.0,,,0.0,0.0,,14 años,0.76,2.93,600.8551,0,196,1,4,2,0.0,8.0,944541.7927567171,630591.948156685,0.0,0.0,3,0.0,4.0
3.0,2005,151088,2,Mujer,7,Soltero,Obra social (incluye PAMI),Primaria Incompleta (incluye educación especial),Menor de 10 años,,Estudiante,900.0,225.0,,,0.0,0.0,,7 años,0.66,2.93,600.8551,0,49,1,1,2,1.0,0.0,944541.7927567171,630591.948156685,0.0,0.0,3,0.0,4.0
4.0,2005,151088,2,Mujer,12,Soltero,Obra social (incluye PAMI),Primaria Incompleta (incluye educación especial),Inactivo,,Estudiante,900.0,225.0,,,0.0,0.0,,12 años,0.74,2.93,600.8551,0,144,1,1,2,5.0,0.0,944541.7927567171,630591.948156685,0.0,0.0,3,0.0,4.0
1.0,2005,151666,1,Varón,57,Casado,Obra social (incluye PAMI),Secundaria Completa,Ocupado,Cuenta propia,,880.0,220.0,,...un sólo empleo/ocupación/actividad?,800.0,800.0,No,46 a 60 años,1.0,3.54,725.9478,0,3249,2,4,1,,13.0,923551.9751399012,761875.5960664386,56.0,0.0,1,56.0,4.0
2.0,2005,151666,1,Mujer,46,Casado,Obra social (incluye PAMI),Secundaria Completa,Ocupado,Cuenta propia,,880.0,220.0,,...un sólo empleo/ocupación/actividad?,80.0,80.0,No,46 a 60 años,0.76,3.54,725.9478,0,2116,2,4,1,,13.0,923551.9751399012,761875.5960664386,48.0,0.0,2,48.0,4.0
3.0,2005,151666,1,Varón,21,Soltero,Obra social (incluye PAMI),Secundaria Completa,Inactivo,,Otros,880.0,220.0,,,0.0,0.0,,18 a 29 años,1.02,3.54,725.9478,0,441,2,4,1,,13.0,923551.9751399012,761875.5960664386,0.0,0.0,3,0.0,4.0
4.0,2005,151666,1,Mujer,18,Soltero,Obra social (incluye PAMI),Secundaria Incompleta,Inactivo,,Estudiante,880.0,220.0,,,0.0,0.0,,18 a 29 años,0.76,3.54,725.9478,0,324,1,4,2,3.0,11.0,923551.9751399012,761875.5960664386,0.0,0.0,3,0.0,4.0
1.0,2005,151884,1,Mujer,47,Casado,Obra social (incluye PAMI),Secundaria Incompleta,Ocupado,Obrero o empleado,,750.0,125.0,Sí,...un sólo empleo/ocupación/actividad?,600.0,600.0,No,46 a 60 años,0.76,4.79,982.2853,1,2209,1,4,2,0.0,8.0,787118.1606305976,1030899.4647339663,35.0,0.0,1,35.0,6.0
2.0,2005,151884,1,Varón,51,Casado,No paga ni le descuentan,Primaria Incompleta (incluye educación especial),Desocupado,Cuenta propia,,750.0,125.0,,,0.0,0.0,,46 a 60 años,1.0,4.79,982.2853,1,2601,2,1,2,2.0,0.0,787118.1606305976,1030899.4647339663,0.0,0.0,2,0.0,6.0
3.0,2005,151884,1,Mujer,27,Soltero,No paga ni le descuentan,Superior Universitaria Completa,Desocupado,,,750.0,125.0,,,0.0,0.0,,18 a 29 años,0.76,4.79,982.2853,1,729,2,6,1,,16.0,787118.1606305976,1030899.4647339663,0.0,0.0,3,0.0,6.0
4.0,2005,151884,1,Mujer,23,Soltero,No paga ni le descuentan,Secundaria Completa,Desocupado,Obrero o empleado,,750.0,125.0,,,150.0,0.0,,18 a 29 años,0.76,4.79,982.2853,1,529,2,4,1,,13.0,787118.1606305976,1030899.4647339663,0.0,0.0,3,0.0,6.0
5.0,2005,151884,1,Varón,15,Soltero,Obra social (incluye PAMI),Secundaria Incompleta,Inactivo,,Estudiante,750.0,125.0,,,0.0,0.0,,15 años,1.0,4.79,982.2853,1,225,1,4,2,1.0,9.0,787118.1606305976,1030899.4647339663,0.0,0.0,3,0.0,6.0
6.0,2005,151884,1,Varón,3,Soltero,No paga ni le descuentan,Sin instrucción,Menor de 10 años,,Menor de 6 años,750.0,125.0,,,0.0,0.0,,3 años,0.51,4.79,982.2853,1,9,3,0,0,,0.0,787118.1606305976,1030899.4647339663,0.0,0.0,5,0.0,6.0
1.0,2005,151934,1,Mujer,62,Separado o divorciado,No paga ni le descuentan,Primaria Completa,Inactivo,,Ama de casa,550.0,137.5,,,0.0,0.0,,61 a 75 años,0.67,2.58,529.0806,0,3844,2,1,1,,1.0,577219.9844624383,555265.2649297772,0.0,0.0,1,0.0,4.0
2.0,2005,151934,1,Mujer,42,Soltero,Obra social (incluye PAMI),Secundaria Completa,Inactivo,,Otros,550.0,137.5,,,0.0,0.0,,30 a 45 años,0.77,2.58,529.0806,0,1764,2,4,1,,13.0,577219.9844624383,555265.2649297772,0.0,0.0,3,0.0,4.0
3.0,2005,151934,1,Mujer,30,Soltero,No paga ni le descuentan,Secundaria Completa,Ocupado,Obrero o empleado,,550.0,137.5,No,...un sólo empleo/ocupación/actividad?,550.0,550.0,No,30 a 45 años,0.77,2.58,529.0806,0,900,2,4,1,,13.0,577219.9844624383,555265.2649297772,42.0,0.0,3,42.0,4.0
4.0,2005,151934,1,Mujer,1,Soltero,No paga ni le descuentan,Sin instrucción,Menor de 10 años,,Menor de 6 años,550.0,137.5,,,0.0,0.0,,1 años,0.37,2.58,529.0806,0,1,0,0,0,,0.0,577219.9844624383,555265.2649297772,0.0,0.0,5,0.0,4.0
1.0,2005,152261,2,Mujer,26,Soltero,Obra social (incluye PAMI),Superior Universitaria Completa,Ocupado,Cuenta propia,,1400.0,1400.0,,...más de un empleo/ocupación/actividad?,1400.0,1200.0,No,18 a 29 años,0.76,0.76,155.8532,0,676,2,7,1,,19.0,1469287.2331771154,163566.51214985686,15.0,8.0,1,23.0,1.0
1.0,2005,152309,1,Varón,26,Casado,Obra social (incluye PAMI),Superior Universitaria Incompleta,Ocupado,Obrero o empleado,,700.0,233.33333333333331,Sí,...un sólo empleo/ocupación/actividad?,700.0,700.0,No,18 a 29 años,1.02,2.13,436.7991,0,676,2,6,2,0.0,13.0,734643.6165885577,458416.6722094673,60.0,0.0,1,60.0,3.0
2.0,2005,152309,1,Mujer,27,Casado,Obra social (incluye PAMI),Secundaria Incompleta,Inactivo,,Ama de casa,700.0,233.33333333333331,,,0.0,0.0,,18 a 29 años,0.76,2.13,436.7991,0,729,2,4,2,0.0,8.0,734643.6165885577,458416.6722094673,0.0,0.0,2,0.0,3.0
3.0,2005,152309,1,Mujer,0,Soltero,Obra social (incluye PAMI),Sin instrucción,Menor de 10 años,,Menor de 6 años,700.0,233.33333333333331,,,0.0,0.0,,0 años,0.35,2.13,436.7991,0,0,0,0,0,,0.0,734643.6165885577,458416.6722094673,0.0,0.0,3,0.0,3.0
1.0,2005,152694,1,Mujer,50,Casado,Obra social (incluye PAMI),Secundaria Completa,Inactivo,,Ama de casa,1350.0,192.8571428571429,,,0.0,0.0,,46 a 60 años,0.76,5.28,1082.7696,0,2500,2,4,1,,13.0,1416812.6891350755,1136356.8212516373,0.0,0.0,1,0.0,7.0
2.0,2005,152694,1,Varón,54,Casado,Obra social (incluye PAMI),Primaria Completa,Ocupado,Obrero o empleado,,1350.0,192.8571428571429,Sí,...un sólo empleo/ocupación/actividad?,1000.0,1000.0,No,46 a 60 años,1.0,5.28,1082.7696,0,2916,2,1,1,,1.0,1416812.6891350755,1136356.8212516373,40.0,0.0,2,40.0,7.0
3.0,2005,152694,1,Mujer,9,Soltero,No paga ni le descuentan,Primaria Incompleta (incluye educación especial),Menor de 10 años,,Estudiante,1350.0,192.8571428571429,,,0.0,0.0,,9 años,0.69,5.28,1082.7696,0,81,1,1,2,3.0,0.0,1416812.6891350755,1136356.8212516373,0.0,0.0,5,0.0,7.0
4.0,2005,152694,1,Mujer,7,Soltero,No paga ni le descuentan,Primaria Incompleta (incluye educación especial),Menor de 10 años,,Estudiante,1350.0,192.8571428571429,,,0.0,0.0,,7 años,0.66,5.28,1082.7696,0,49,1,1,2,2.0,0.0,1416812.6891350755,1136356.8212516373,0.0,0.0,5,0.0,7.0
5.0,2005,152694,1,Varón,6,Soltero,No paga ni le descuentan,Primaria Incompleta (incluye educación especial),Menor de 10 años,,Estudiante,1350.0,192.8571428571429,,,0.0,0.0,,6 años,0.64,5.28,1082.7696,0,36,1,1,2,0.0,0.0,1416812.6891350755,1136356.8212516373,0.0,0.0,5,0.0,7.0
6.0,2005,152694,1,Mujer,3,Soltero,No paga ni le descuentan,Sin instrucción,Menor de 10 años,,Menor de 6 años,1350.0,192.8571428571429,,,0.0,0.0,,3 años,0.51,5.28,1082.7696,0,9,3,0,0,,0.0,1416812.6891350755,1136356.8212516373,0.0,0.0,5,0.0,7.0
7.0,2005,152694,1,Varón,29,Soltero,No paga ni le descuentan,Secundaria Incompleta,Ocupado,Obrero o empleado,,1350.0,192.8571428571429,No,...un sólo empleo/ocupación/actividad?,350.0,350.0,No,18 a 29 años,1.02,5.28,1082.7696,0,841,2,4,2,3.0,11.0,1416812.6891350755,1136356.8212516373,48.0,0.0,3,48.0,7.0
1.0,2005,155168,1,Varón,26,Casado,Obra social (incluye PAMI),Secundaria Incompleta,Ocupado,Obrero o empleado,,520.0,173.33333333333334,Sí,...un sólo empleo/ocupación/actividad?,520.0,520.0,No,18 a 29 años,1.02,2.13,436.7991,0,676,2,4,2,2.0,10.0,545735.2580372143,458416.6722094673,48.0,0.0,1,48.0,3.0
2.0,2005,155168,1,Mujer,18,Casado,No paga ni le descuentan,Secundaria Incompleta,Desocupado,Obrero o empleado,,520.0,173.33333333333334,,,0.0,0.0,,18 a 29 años,0.76,2.13,436.7991,0,324,2,4,2,2.0,10.0,545735.2580372143,458416.6722094673,0.0,0.0,2,0.0,3.0
3.0,2005,155168,1,Varón,0,Soltero,No paga ni le descuentan,Sin instrucción,Menor de 10 años,,Menor de 6 años,520.0,173.33333333333334,,,0.0,0.0,,0 años,0.35,2.13,436.7991,0,0,0,0,0,,0.0,545735.2580372143,458416.6722094673,0.0,0.0,3,0.0,3.0
1.0,2005,155293,1,Mujer,60,Viudo,Obra social (incluye PAMI),Primaria Incompleta (incluye educación especial),Ocupado,Cuenta propia,,600.0,300.0,,...un sólo empleo/ocupación/actividad?,200.0,200.0,No,46 a 60 años,0.76,1.78,365.0246,0,3600,2,1,2,4.0,0.0,629694.528504478,383089.98898255953,98.0,0.0,1,,2.0
2.0,2005,155293,1,Varón,28,Soltero,No paga ni le descuentan,Secundaria Completa,Ocupado,Cuenta propia,,600.0,300.0,,...un sólo empleo/ocupación/actividad?,400.0,400.0,No,18 a 29 años,1.02,1.78,365.0246,0,784,2,4,1,,13.0,629694.528504478,383089.98898255953,98.0,0.0,3,,2.0
1.0,2005,156105,1,Varón,54,Casado,No paga ni le descuentan,Primaria Incompleta (incluye educación especial),Ocupado,Obrero o empleado,,412.0,206.0,No,...un sólo empleo/ocupación/actividad?,150.0,150.0,No,46 a 60 años,1.0,1.76,360.9232,0,2916,2,1,2,1.0,0.0,432390.24290640827,378785.60708387906,20.0,0.0,1,20.0,2.0
2.0,2005,156105,1,Mujer,47,Casado,No paga ni le descuentan,Sin instrucción,Inactivo,,Jubilado/pensionado,412.0,206.0,,,262.0,0.0,,46 a 60 años,0.76,1.76,360.9232,0,2209,3,0,0,,0.0,432390.24290640827,378785.60708387906,0.0,0.0,2,0.0,2.0
1.0,2005,156249,1,Varón,27,Casado,No paga ni le descuentan,Secundaria Incompleta,Ocupado,Obrero o empleado,,150.0,37.5,No,...un sólo empleo/ocupación/actividad?,150.0,0.0,Sí,18 a 29 años,1.02,2.79,572.1453,1,729,2,4,2,3.0,11.0,157423.6321261195,600461.2748659219,30.0,0.0,1,30.0,4.0
2.0,2005,156249,1,Mujer,24,Casado,No paga ni le descuentan,Secundaria Completa,Inactivo,,Ama de casa,150.0,37.5,,,0.0,0.0,,18 a 29 años,0.76,2.79,572.1453,1,576,2,4,1,,13.0,157423.6321261195,600461.2748659219,0.0,0.0,2,0.0,4.0
3.0,2005,156249,1,Varón,4,Soltero,No paga ni le descuentan,Sin instrucción,Menor de 10 años,,Menor de 6 años,150.0,37.5,,,0.0,0.0,,4 años,0.55,2.79,572.1453,1,16,3,0,0,,0.0,157423.6321261195,600461.2748659219,0.0,0.0,3,0.0,4.0
4.0,2005,156249,1,Varón,2,Soltero,No paga ni le descuentan,Sin instrucción,Menor de 10 años,,Menor de 6 años,150.0,37.5,,,0.0,0.0,,2 años,0.46,2.79,572.1453,1,4,3,0,0,,0.0,157423.6321261195,600461.2748659219,0.0,0.0,3,0.0,4.0
1.0,2005,158693,1,Mujer,51,Soltero,No paga ni le descuentan,Primaria Completa,Inactivo,,Jubilado/pensionado,920.0,184.0,,,160.0,0.0,,46 a 60 años,0.76,4.58,939.2206,1,2601,2,1,1,,1.0,965531.610373533,985703.4547978216,0.0,0.0,1,0.0,5.0
2.0,2005,158693,1,Varón,29,Soltero,No paga ni le descuentan,Primaria Completa,Desocupado,Obrero o empleado,,920.0,184.0,,,0.0,0.0,,18 a 29 años,1.02,4.58,939.2206,1,841,2,1,1,,1.0,965531.610373533,985703.4547978216,0.0,0.0,3,0.0,5.0
